Date,IWDA.AS
2009-09-25,16.989999771118164
2009-09-28,16.989999771118164
2009-09-29,16.989999771118164
2009-09-30,16.989999771118164
2009-10-01,16.989999771118164
2009-10-02,16.989999771118164
2009-10-05,16.989999771118164
2009-10-06,16.989999771118164
2009-10-07,16.989999771118164
2009-10-08,16.989999771118164
2009-10-09,16.989999771118164
2009-10-12,16.989999771118164
2009-10-13,16.989999771118164
2009-10-14,17.200000762939453
2009-10-15,17.149999618530273
2009-10-16,17.09000015258789
2009-10-19,17.31999969482422
2009-10-20,17.200000762939453
2009-10-21,17.25
2009-10-22,17.010000228881836
2009-10-23,16.950000762939453
2009-10-26,16.84000015258789
2009-10-27,16.889999389648438
2009-10-28,16.610000610351562
2009-10-29,16.760000228881836
2009-10-30,16.520000457763672
2009-11-02,16.549999237060547
2009-11-03,16.520000457763672
2009-11-04,16.68000030517578
2009-11-05,16.739999771118164
2009-11-06,16.790000915527344
2009-11-09,17.0
2009-11-10,17.06999969482422
2009-11-11,17.149999618530273
2009-11-12,17.139999389648438
2009-11-13,17.200000762939453
2009-11-16,17.3700008392334
2009-11-17,17.360000610351562
2009-11-18,17.260000228881836
2009-11-19,17.040000915527344
2009-11-20,16.989999771118164
2009-11-23,17.25
2009-11-24,17.1299991607666
2009-11-25,17.18000030517578
2009-11-26,17.059999465942383
2009-11-27,16.979999542236328
2009-11-30,16.860000610351562
2009-12-01,17.18000030517578
2009-12-02,17.25
2009-12-03,17.229999542236328
2009-12-04,17.389999389648438
2009-12-07,17.399999618530273
2009-12-08,17.260000228881836
2009-12-09,17.18000030517578
2009-12-10,17.360000610351562
2009-12-11,17.469999313354492
2009-12-14,17.56999969482422
2009-12-15,17.639999389648438
2009-12-16,17.739999771118164
2009-12-17,17.690000534057617
2009-12-18,17.639999389648438
2009-12-21,17.8799991607666
2009-12-22,17.979999542236328
2009-12-23,17.989999771118164
2009-12-24,17.979999542236328
2009-12-28,18.09000015258789
2009-12-29,18.1299991607666
2009-12-30,18.079999923706055
2009-12-31,18.06999969482422
2010-01-04,18.239999771118164
2010-01-05,18.280000686645508
2010-01-06,18.31999969482422
2010-01-07,18.360000610351562
2010-01-08,18.40999984741211
2010-01-11,18.290000915527344
2010-01-12,18.219999313354492
2010-01-13,18.260000228881836
2010-01-14,18.399999618530273
2010-01-15,18.31999969482422
2010-01-18,18.40999984741211
2010-01-19,18.600000381469727
2010-01-20,18.450000762939453
2010-01-21,18.31999969482422
2010-01-22,18.110000610351562
2010-01-25,17.90999984741211
2010-01-26,18.010000228881836
2010-01-27,17.860000610351562
2010-01-28,17.770000457763672
2010-01-29,17.940000534057617
2010-02-01,17.940000534057617
2010-02-02,18.100000381469727
2010-02-03,18.079999923706055
2010-02-04,17.770000457763672
2010-02-05,17.6299991607666
2010-02-08,17.739999771118164
2010-02-09,17.729999542236328
2010-02-10,17.770000457763672
2010-02-11,17.940000534057617
2010-02-12,17.90999984741211
2010-02-15,18.030000686645508
2010-02-16,18.100000381469727
2010-02-17,18.3700008392334
2010-02-18,18.479999542236328
2010-02-19,18.6200008392334
2010-02-22,18.520000457763672
2010-02-23,18.40999984741211
2010-02-24,18.440000534057617
2010-02-25,18.25
2010-02-26,18.3799991607666
2010-03-01,18.690000534057617
2010-03-02,18.799999237060547
2010-03-03,18.719999313354492
2010-03-04,18.790000915527344
2010-03-05,19.010000228881836
2010-03-08,19.049999237060547
2010-03-09,19.139999389648438
2010-03-10,19.1299991607666
2010-03-11,19.06999969482422
2010-03-12,19.06999969482422
2010-03-15,19.059999465942383
2010-03-16,19.15999984741211
2010-03-17,19.350000381469727
2010-03-18,19.40999984741211
2010-03-19,19.420000076293945
2010-03-22,19.450000762939453
2010-03-23,19.579999923706055
2010-03-24,19.75
2010-03-25,19.90999984741211
2010-03-26,19.700000762939453
2010-03-29,19.760000228881836
2010-03-30,19.770000457763672
2010-03-31,19.65999984741211
2010-04-01,19.81999969482422
2010-04-06,20.139999389648438
2010-04-07,20.100000381469727
2010-04-08,20.020000457763672
2010-04-09,20.06999969482422
2010-04-12,20.0
2010-04-13,19.920000076293945
2010-04-14,20.040000915527344
2010-04-15,20.260000228881836
2010-04-16,20.0
2010-04-19,19.915000915527344
2010-04-20,20.204999923706055
2010-04-21,20.204999923706055
2010-04-22,20.09000015258789
2010-04-23,20.229999542236328
2010-04-26,20.424999237060547
2010-04-27,20.0049991607666
2010-04-28,19.959999084472656
2010-04-29,20.21500015258789
2010-04-30,20.09000015258789
2010-05-03,20.135000228881836
2010-05-04,19.84000015258789
2010-05-05,19.889999389648438
2010-05-06,19.895000457763672
2010-05-07,19.18000030517578
2010-05-10,19.96500015258789
2010-05-11,20.079999923706055
2010-05-12,20.264999389648438
2010-05-13,20.40999984741211
2010-05-14,20.020000457763672
2010-05-17,20.014999389648438
2010-05-18,20.114999771118164
2010-05-19,19.600000381469727
2010-05-20,19.21500015258789
2010-05-21,19.010000228881836
2010-05-24,19.184999465942383
2010-05-25,18.780000686645508
2010-05-26,19.280000686645508
2010-05-27,19.479999542236328
2010-05-28,19.5
2010-05-31,19.549999237060547
2010-06-01,19.545000076293945
2010-06-02,19.454999923706055
2010-06-03,19.850000381469727
2010-06-04,19.71500015258789
2010-06-07,19.530000686645508
2010-06-08,19.315000534057617
2010-06-09,19.614999771118164
2010-06-10,19.71500015258789
2010-06-11,19.75
2010-06-14,19.885000228881836
2010-06-15,19.885000228881836
2010-06-16,20.040000915527344
2010-06-17,19.959999084472656
2010-06-18,20.06999969482422
2010-06-21,20.239999771118164
2010-06-22,20.165000915527344
2010-06-23,19.905000686645508
2010-06-24,19.520000457763672
2010-06-25,19.459999084472656
2010-06-28,19.59000015258789
2010-06-29,19.15999984741211
2010-06-30,19.010000228881836
2010-07-01,18.3700008392334
2010-07-02,18.329999923706055
2010-07-05,18.31999969482422
2010-07-06,18.635000228881836
2010-07-07,18.799999237060547
2010-07-08,19.0
2010-07-09,19.170000076293945
2010-07-12,19.28499984741211
2010-07-13,19.469999313354492
2010-07-14,19.454999923706055
2010-07-15,19.079999923706055
2010-07-16,18.815000534057617
2010-07-19,18.6299991607666
2010-07-20,18.71500015258789
2010-07-21,18.9950008392334
2010-07-22,19.200000762939453
2010-07-23,19.295000076293945
2010-07-26,19.329999923706055
2010-07-27,19.389999389648438
2010-07-28,19.334999084472656
2010-07-29,19.174999237060547
2010-07-30,19.209999084472656
2010-08-02,19.5
2010-08-03,19.450000762939453
2010-08-04,19.540000915527344
2010-08-05,19.514999389648438
2010-08-06,19.184999465942383
2010-08-09,19.485000610351562
2010-08-10,19.454999923706055
2010-08-11,19.2450008392334
2010-08-12,19.204999923706055
2010-08-13,19.30500030517578
2010-08-16,19.200000762939453
2010-08-17,19.44499969482422
2010-08-18,19.399999618530273
2010-08-19,19.15999984741211
2010-08-20,19.19499969482422
2010-08-23,19.315000534057617
2010-08-24,19.024999618530273
2010-08-25,18.895000457763672
2010-08-26,18.979999542236328
2010-08-27,19.049999237060547
2010-08-30,19.1299991607666
2010-08-31,19.014999389648438
2010-09-01,19.40999984741211
2010-09-02,19.434999465942383
2010-09-03,19.579999923706055
2010-09-06,19.68000030517578
2010-09-07,19.739999771118164
2010-09-08,19.825000762939453
2010-09-09,19.9950008392334
2010-09-10,19.975000381469727
2010-09-13,20.040000915527344
2010-09-14,19.959999084472656
2010-09-15,19.850000381469727
2010-09-16,19.704999923706055
2010-09-17,19.764999389648438
2010-09-20,19.959999084472656
2010-09-21,19.8799991607666
2010-09-22,19.475000381469727
2010-09-23,19.485000610351562
2010-09-24,19.549999237060547
2010-09-27,19.545000076293945
2010-09-28,19.450000762939453
2010-09-29,19.360000610351562
2010-09-30,19.295000076293945
2010-10-01,19.139999389648438
2010-10-04,19.100000381469727
2010-10-05,19.28499984741211
2010-10-06,19.329999923706055
2010-10-07,19.290000915527344
2010-10-08,19.360000610351562
2010-10-11,19.434999465942383
2010-10-12,19.40999984741211
2010-10-13,19.545000076293945
2010-10-14,19.424999237060547
2010-10-15,19.434999465942383
2010-10-18,19.565000534057617
2010-10-19,19.6299991607666
2010-10-20,19.575000762939453
2010-10-21,19.610000610351562
2010-10-22,19.614999771118164
2010-10-25,19.649999618530273
2010-10-26,19.665000915527344
2010-10-27,19.549999237060547
2010-10-28,19.545000076293945
2010-10-29,19.56999969482422
2010-11-01,19.655000686645508
2010-11-02,19.610000610351562
2010-11-03,19.559999465942383
2010-11-04,19.790000915527344
2010-11-05,20.049999237060547
2010-11-08,20.165000915527344
2010-11-09,20.295000076293945
2010-11-10,20.270000457763672
2010-11-11,20.30500030517578
2010-11-12,20.149999618530273
2010-11-15,20.31999969482422
2010-11-16,19.96500015258789
2010-11-17,20.049999237060547
2010-11-18,20.295000076293945
2010-11-19,20.15999984741211
2010-11-22,20.1299991607666
2010-11-23,20.03499984741211
2010-11-24,20.360000610351562
2010-11-25,20.454999923706055
2010-11-26,20.434999465942383
2010-11-29,20.350000381469727
2010-11-30,20.440000534057617
2010-12-01,20.774999618530273
2010-12-02,20.934999465942383
2010-12-03,20.739999771118164
2010-12-06,20.889999389648438
2010-12-07,20.96500015258789
2010-12-08,20.9950008392334
2010-12-09,21.1200008392334
2010-12-10,21.170000076293945
2010-12-13,21.145000457763672
2010-12-14,21.174999237060547
2010-12-15,21.165000915527344
2010-12-16,21.295000076293945
2010-12-17,21.31999969482422
2010-12-20,21.399999618530273
2010-12-21,21.604999542236328
2010-12-22,21.71500015258789
2010-12-23,21.69499969482422
2010-12-24,21.68000030517578
2010-12-27,21.524999618530273
2010-12-28,21.639999389648438
2010-12-29,21.729999542236328
2010-12-30,21.459999084472656
2011-01-03,21.639999389648438
2011-01-04,21.59000015258789
2011-01-05,21.829999923706055
2011-01-06,22.059999465942383
2011-01-07,22.040000915527344
2011-01-10,21.885000228881836
2011-01-11,22.174999237060547
2011-01-12,22.229999542236328
2011-01-13,21.850000381469727
2011-01-14,21.885000228881836
2011-01-17,21.979999542236328
2011-01-18,21.979999542236328
2011-01-19,21.709999084472656
2011-01-20,21.510000228881836
