Date,IWDA.AS
2011-01-21,21.5
2011-01-24,21.454999923706055
2011-01-25,21.420000076293945
2011-01-26,21.53499984741211
2011-01-27,21.524999618530273
2011-01-28,21.420000076293945
2011-01-31,21.329999923706055
2011-02-01,21.56999969482422
2011-02-02,21.604999542236328
2011-02-03,21.75
2011-02-04,21.899999618530273
2011-02-07,22.145000457763672
2011-02-08,21.9950008392334
2011-02-09,21.920000076293945
2011-02-10,21.989999771118164
2011-02-11,22.170000076293945
2011-02-14,22.325000762939453
2011-02-15,22.28499984741211
2011-02-16,22.360000610351562
2011-02-17,22.34000015258789
2011-02-18,22.329999923706055
2011-02-21,22.079999923706055
2011-02-22,22.0
2011-02-23,21.639999389648438
2011-02-24,21.53499984741211
2011-02-25,21.760000228881836
2011-02-28,21.889999389648438
2011-03-01,21.78499984741211
2011-03-02,21.59000015258789
2011-03-03,21.670000076293945
2011-03-04,21.56999969482422
2011-03-07,21.405000686645508
2011-03-08,21.584999084472656
2011-03-09,21.485000610351562
2011-03-10,21.325000762939453
2011-03-11,21.149999618530273
2011-03-14,20.639999389648438
2011-03-15,20.415000915527344
2011-03-16,20.135000228881836
2011-03-17,20.389999389648438
2011-03-18,20.405000686645508
2011-03-21,20.65999984741211
2011-03-22,20.670000076293945
2011-03-23,20.7450008392334
2011-03-24,20.885000228881836
2011-03-25,21.065000534057617
2011-03-28,21.014999389648438
2011-03-29,21.024999618530273
2011-03-30,21.209999084472656
2011-03-31,21.059999465942383
2011-04-01,21.270000457763672
2011-04-04,21.19499969482422
2011-04-05,21.190000534057617
2011-04-06,21.059999465942383
2011-04-07,21.024999618530273
2011-04-08,21.0
2011-04-11,20.975000381469727
2011-04-12,20.635000228881836
2011-04-13,20.729999542236328
2011-04-14,20.649999618530273
2011-04-15,20.780000686645508
2011-04-18,20.684999465942383
2011-04-19,20.690000534057617
2011-04-20,20.899999618530273
2011-04-21,20.924999237060547
2011-04-26,21.0
2011-04-27,20.94499969482422
2011-04-28,21.0
2011-04-29,21.014999389648438
2011-05-02,21.084999084472656
2011-05-03,20.950000762939453
2011-05-04,20.68000030517578
2011-05-05,20.875
2011-05-06,21.209999084472656
2011-05-09,21.309999465942383
2011-05-10,21.389999389648438
2011-05-11,21.44499969482422
2011-05-12,21.34000015258789
2011-05-13,21.354999542236328
2011-05-16,21.290000915527344
2011-05-17,21.05500030517578
2011-05-18,21.155000686645508
2011-05-19,21.225000381469727
2011-05-20,21.264999389648438
2011-05-23,21.084999084472656
2011-05-24,21.05500030517578
2011-05-25,21.139999389648438
2011-05-26,21.1299991607666
2011-05-27,21.18000030517578
2011-05-30,21.155000686645508
2011-05-31,21.19499969482422
2011-06-01,20.969999313354492
2011-06-02,20.649999618530273
2011-06-03,20.450000762939453
2011-06-06,20.30500030517578
2011-06-07,20.229999542236328
2011-06-08,20.15999984741211
2011-06-09,20.34000015258789
2011-06-10,20.235000610351562
2011-06-13,20.229999542236328
2011-06-14,20.354999542236328
2011-06-15,20.3700008392334
2011-06-16,20.360000610351562
2011-06-17,20.2549991607666
2011-06-20,20.204999923706055
2011-06-21,20.434999465942383
2011-06-22,20.424999237060547
2011-06-23,20.290000915527344
2011-06-24,20.325000762939453
2011-06-27,20.2450008392334
2011-06-28,20.350000381469727
2011-06-29,20.59000015258789
2011-06-30,20.729999542236328
2011-07-01,20.885000228881836
2011-07-04,20.954999923706055
2011-07-05,21.0049991607666
2011-07-06,21.149999618530273
2011-07-07,21.30500030517578
2011-07-08,21.225000381469727
2011-07-11,21.204999923706055
2011-07-12,21.19499969482422
2011-07-13,21.19499969482422
2011-07-14,21.0
2011-07-15,20.985000610351562
2011-07-18,20.825000762939453
2011-07-19,20.950000762939453
2011-07-20,21.104999542236328
2011-07-21,21.125
2011-07-22,21.219999313354492
2011-07-25,21.165000915527344
2011-07-26,20.979999542236328
2011-07-27,20.850000381469727
2011-07-28,20.889999389648438
2011-07-29,20.594999313354492
2011-08-01,20.5049991607666
2011-08-02,20.315000534057617
2011-08-03,19.844999313354492
2011-08-04,19.424999237060547
2011-08-05,18.899999618530273
2011-08-08,18.264999389648438
2011-08-09,18.229999542236328
2011-08-10,17.959999084472656
2011-08-11,18.219999313354492
2011-08-12,18.770000457763672
2011-08-15,18.780000686645508
2011-08-16,18.815000534057617
2011-08-17,18.829999923706055
2011-08-18,18.1299991607666
2011-08-19,17.825000762939453
2011-08-22,17.860000610351562
2011-08-23,18.0049991607666
2011-08-24,18.290000915527344
2011-08-25,18.260000228881836
2011-08-26,18.225000381469727
2011-08-29,18.5
2011-08-30,18.559999465942383
2011-08-31,19.1299991607666
2011-09-01,19.190000534057617
2011-09-02,18.989999771118164
2011-09-05,18.184999465942383
2011-09-06,18.309999465942383
2011-09-07,18.834999084472656
2011-09-08,18.920000076293945
2011-09-09,18.885000228881836
2011-09-12,18.53499984741211
2011-09-13,18.760000228881836
2011-09-14,18.799999237060547
2011-09-15,18.985000610351562
2011-09-16,19.225000381469727
2011-09-19,19.084999084472656
2011-09-20,19.385000228881836
2011-09-21,19.059999465942383
2011-09-22,18.315000534057617
2011-09-23,18.354999542236328
2011-09-26,18.475000381469727
2011-09-27,19.18000030517578
2011-09-28,18.889999389648438
2011-09-29,18.815000534057617
2011-09-30,18.774999618530273
2011-10-03,18.69499969482422
2011-10-04,18.075000762939453
2011-10-05,18.639999389648438
2011-10-06,18.959999084472656
2011-10-07,19.010000228881836
2011-10-10,19.225000381469727
2011-10-11,19.309999465942383
2011-10-12,19.459999084472656
2011-10-13,19.2549991607666
2011-10-14,19.385000228881836
2011-10-17,19.40999984741211
2011-10-18,19.364999771118164
2011-10-19,19.524999618530273
2011-10-20,19.270000457763672
2011-10-21,19.549999237060547
2011-10-24,19.78499984741211
2011-10-25,19.600000381469727
2011-10-26,19.565000534057617
2011-10-27,19.954999923706055
2011-10-28,20.094999313354492
2011-10-31,19.934999465942383
2011-11-01,19.469999313354492
2011-11-02,19.594999313354492
2011-11-03,19.8700008392334
2011-11-04,19.760000228881836
2011-11-07,19.770000457763672
2011-11-08,19.8799991607666
2011-11-09,19.860000610351562
2011-11-10,19.700000762939453
2011-11-11,19.934999465942383
2011-11-14,19.94499969482422
2011-11-15,19.889999389648438
2011-11-16,19.989999771118164
2011-11-17,19.68000030517578
2011-11-18,19.46500015258789
2011-11-21,18.93000030517578
2011-11-22,18.8799991607666
2011-11-23,18.75
2011-11-24,18.729999542236328
2011-11-25,18.934999465942383
2011-11-28,19.354999542236328
2011-11-29,19.485000610351562
2011-11-30,19.985000610351562
2011-12-01,19.954999923706055
2011-12-02,20.229999542236328
2011-12-05,20.31999969482422
2011-12-06,20.235000610351562
2011-12-07,20.239999771118164
2011-12-08,20.110000610351562
2011-12-09,20.19499969482422
2011-12-12,20.014999389648438
2011-12-13,20.295000076293945
2011-12-14,19.934999465942383
2011-12-15,20.0
2011-12-16,20.0
2011-12-19,19.885000228881836
2011-12-20,20.18000030517578
2011-12-21,20.149999618530273
2011-12-22,20.3799991607666
2011-12-23,20.584999084472656
2011-12-27,20.600000381469727
2011-12-28,20.510000228881836
2011-12-29,20.649999618530273
2011-12-30,20.780000686645508
2012-01-02,21.280000686645508
2012-01-03,21.065000534057617
2012-01-04,21.094999313354492
2012-01-05,21.204999923706055
2012-01-06,21.325000762939453
2012-01-09,21.204999923706055
2012-01-10,21.530000686645508
2012-01-11,21.53499984741211
2012-01-12,21.354999542236328
2012-01-13,21.475000381469727
2012-01-16,21.655000686645508
2012-01-17,21.674999237060547
2012-01-18,21.604999542236328
2012-01-19,21.764999389648438
2012-01-20,21.649999618530273
2012-01-23,21.674999237060547
2012-01-24,21.674999237060547
2012-01-25,21.69499969482422
2012-01-26,21.729999542236328
2012-01-27,21.594999313354492
2012-01-30,21.489999771118164
2012-01-31,21.565000534057617
2012-02-01,21.760000228881836
2012-02-02,21.825000762939453
2012-02-03,22.174999237060547
2012-02-06,22.155000686645508
2012-02-07,22.040000915527344
2012-02-08,22.010000228881836
2012-02-09,22.030000686645508
2012-02-10,21.96500015258789
2012-02-13,22.084999084472656
2012-02-14,22.139999389648438
2012-02-15,22.295000076293945
2012-02-16,22.260000228881836
2012-02-17,22.375
2012-02-20,22.40999984741211
2012-02-21,22.350000381469727
2012-02-22,22.225000381469727
2012-02-23,22.170000076293945
2012-02-24,22.094999313354492
2012-02-27,22.135000228881836
2012-02-28,22.170000076293945
2012-02-29,22.200000762939453
2012-03-01,22.364999771118164
2012-03-02,22.510000228881836
2012-03-05,22.270000457763672
2012-03-06,22.014999389648438
2012-03-07,22.125
2012-03-08,22.25
2012-03-09,22.56999969482422
2012-03-12,22.415000915527344
2012-03-13,22.75
2012-03-14,22.954999923706055
2012-03-15,23.0
2012-03-16,22.969999313354492
2012-03-19,22.915000915527344
2012-03-20,22.7450008392334
2012-03-21,22.780000686645508
2012-03-22,22.59000015258789
2012-03-23,22.530000686645508
2012-03-26,22.700000762939453
2012-03-27,22.725000381469727
2012-03-28,22.600000381469727
2012-03-29,22.399999618530273
2012-03-30,22.584999084472656
2012-04-02,22.760000228881836
2012-04-03,22.600000381469727
2012-04-04,22.454999923706055
2012-04-05,22.6200008392334
2012-04-10,22.1299991607666
2012-04-11,22.149999618530273
2012-04-12,22.30500030517578
2012-04-13,22.235000610351562
2012-04-16,22.21500015258789
2012-04-17,22.434999465942383
2012-04-18,22.415000915527344
2012-04-19,22.360000610351562
2012-04-20,22.325000762939453
2012-04-23,22.010000228881836
2012-04-24,22.145000457763672
2012-04-25,22.315000534057617
2012-04-26,22.350000381469727
2012-04-27,22.479999542236328
2012-04-30,22.395000457763672
2012-05-02,22.5
2012-05-03,22.510000228881836
2012-05-04,22.114999771118164
2012-05-07,22.21500015258789
2012-05-08,21.920000076293945
2012-05-09,22.024999618530273
2012-05-10,22.170000076293945
2012-05-11,22.225000381469727
2012-05-14,21.94499969482422
2012-05-15,21.924999237060547
2012-05-16,21.815000534057617
2012-05-17,21.604999542236328
2012-05-18,21.3799991607666
2012-05-21,21.399999618530273
2012-05-22,21.75
2012-05-23,21.479999542236328
2012-05-24,21.7549991607666
2012-05-25,21.84000015258789
2012-05-28,21.854999542236328
2012-05-29,22.030000686645508
2012-05-30,21.864999771118164
2012-05-31,21.829999923706055
2012-06-01,21.415000915527344
2012-06-04,21.170000076293945
2012-06-05,21.360000610351562
2012-06-06,21.739999771118164
2012-06-07,21.864999771118164
2012-06-08,21.844999313354492
2012-06-11,21.889999389648438
2012-06-12,21.959999084472656
2012-06-13,21.84000015258789
2012-06-14,21.829999923706055
2012-06-15,21.979999542236328
2012-06-18,22.1299991607666
2012-06-19,22.28499984741211
2012-06-20,22.28499984741211
2012-06-21,22.239999771118164
2012-06-22,22.094999313354492
2012-06-25,21.834999084472656
2012-06-26,21.934999465942383
2012-06-27,22.219999313354492
2012-06-28,22.094999313354492
2012-06-29,22.395000457763672
2012-07-02,22.6299991607666
2012-07-03,22.8799991607666
2012-07-04,22.764999389648438
2012-07-05,23.139999389648438
2012-07-06,22.920000076293945
2012-07-09,22.8700008392334
2012-07-10,23.0049991607666
2012-07-11,22.924999237060547
2012-07-12,22.7450008392334
2012-07-13,23.045000076293945
2012-07-16,23.014999389648438
2012-07-17,23.030000686645508
2012-07-18,23.28499984741211
2012-07-19,23.434999465942383
2012-07-20,23.290000915527344
2012-07-23,22.934999465942383
2012-07-24,22.924999237060547
2012-07-25,22.799999237060547
2012-07-26,22.969999313354492
2012-07-27,23.219999313354492
2012-07-30,23.55500030517578
2012-07-31,23.450000762939453
2012-08-01,23.469999313354492
2012-08-02,23.34000015258789
2012-08-03,23.575000762939453
2012-08-06,23.600000381469727
2012-08-07,23.7549991607666
2012-08-08,23.84000015258789
2012-08-09,23.9950008392334
2012-08-10,23.915000915527344
2012-08-13,23.809999465942383
2012-08-14,23.989999771118164
2012-08-15,23.975000381469727
2012-08-16,24.020000457763672
2012-08-17,24.184999465942383
2012-08-20,24.084999084472656
2012-08-21,24.045000076293945
2012-08-22,23.780000686645508
2012-08-23,23.59000015258789
2012-08-24,23.670000076293945
2012-08-27,23.80500030517578
2012-08-28,23.600000381469727
2012-08-29,23.59000015258789
2012-08-30,23.459999084472656
2012-08-31,23.594999313354492
2012-09-03,23.399999618530273
2012-09-04,23.344999313354492
2012-09-05,23.354999542236328
2012-09-06,23.799999237060547
2012-09-07,23.670000076293945
2012-09-10,23.655000686645508
2012-09-11,23.649999618530273
2012-09-12,23.600000381469727
2012-09-13,23.625
2012-09-14,23.80500030517578
2012-09-17,23.729999542236328
2012-09-18,23.700000762939453
2012-09-19,23.780000686645508
2012-09-20,23.825000762939453
2012-09-21,23.885000228881836
2012-09-24,23.829999923706055
2012-09-25,23.905000686645508
2012-09-26,23.549999237060547
2012-09-27,23.684999465942383
2012-09-28,23.565000534057617
2012-10-01,23.764999389648438
2012-10-02,23.59000015258789
2012-10-03,23.69499969482422
2012-10-04,23.639999389648438
2012-10-05,23.75
2012-10-08,23.604999542236328
2012-10-09,23.575000762939453
2012-10-10,23.424999237060547
2012-10-11,23.514999389648438
2012-10-12,23.30500030517578
2012-10-15,23.434999465942383
2012-10-16,23.6299991607666
2012-10-17,23.649999618530273
2012-10-18,23.69499969482422
2012-10-19,23.579999923706055
2012-10-22,23.40999984741211
2012-10-23,23.165000915527344
2012-10-24,23.290000915527344
2012-10-25,23.290000915527344
2012-10-26,23.295000076293945
2012-10-29,23.274999618530273
2012-10-30,23.315000534057617
2012-10-31,23.235000610351562
2012-11-01,23.53499984741211
2012-11-02,23.65999984741211
2012-11-05,23.53499984741211
2012-11-06,23.69499969482422
2012-11-07,23.31999969482422
2012-11-08,23.334999084472656
2012-11-09,23.264999389648438
2012-11-12,23.219999313354492
2012-11-13,23.30500030517578
2012-11-14,23.010000228881836
2012-11-15,22.725000381469727
2012-11-16,22.68000030517578
2012-11-19,23.084999084472656
2012-11-20,23.174999237060547
2012-11-21,23.204999923706055
2012-11-22,23.25
2012-11-23,23.30500030517578
2012-11-26,23.229999542236328
2012-11-27,23.31999969482422
2012-11-28,23.274999618530273
2012-11-29,23.5
2012-11-30,23.43000030517578
2012-12-03,23.375
2012-12-04,23.270000457763672
2012-12-05,23.329999923706055
2012-12-06,23.565000534057617
2012-12-07,23.6299991607666
2012-12-10,23.7450008392334
2012-12-11,23.80500030517578
2012-12-12,23.75
2012-12-13,23.600000381469727
2012-12-14,23.440000534057617
2012-12-17,23.489999771118164
2012-12-18,23.625
2012-12-19,23.700000762939453
2012-12-20,23.670000076293945
2012-12-21,23.59000015258789
2012-12-24,23.59000015258789
2012-12-27,23.395000457763672
2012-12-28,23.604999542236328
2012-12-31,23.239999771118164
2013-01-02,24.040000915527344
2013-01-03,24.299999237060547
2013-01-04,24.360000610351562
2013-01-07,24.21500015258789
2013-01-08,24.145000457763672
2013-01-09,24.350000381469727
2013-01-10,24.165000915527344
2013-01-11,24.030000686645508
2013-01-14,24.020000457763672
2013-01-15,24.040000915527344
2013-01-16,24.094999313354492
2013-01-17,24.145000457763672
2013-01-18,24.204999923706055
2013-01-21,24.325000762939453
2013-01-22,24.25
2013-01-23,24.389999389648438
2013-01-24,24.350000381469727
2013-01-25,24.3799991607666
2013-01-28,24.280000686645508
2013-01-29,24.31999969482422
2013-01-30,24.190000534057617
2013-01-31,24.075000762939453
2013-02-01,24.049999237060547
2013-02-04,24.06999969482422
2013-02-05,24.139999389648438
2013-02-06,24.170000076293945
2013-02-07,24.219999313354492
2013-02-08,24.4950008392334
2013-02-11,24.420000076293945
2013-02-12,24.415000915527344
2013-02-13,24.485000610351562
2013-02-14,24.625
2013-02-15,24.565000534057617
2013-02-18,24.549999237060547
2013-02-19,24.674999237060547
2013-02-20,24.69499969482422
2013-02-21,24.514999389648438
2013-02-22,24.739999771118164
2013-02-25,24.774999618530273
2013-02-26,24.610000610351562
2013-02-27,24.885000228881836
2013-02-28,24.979999542236328
2013-03-01,25.114999771118164
2013-03-04,25.110000610351562
2013-03-05,25.46500015258789
2013-03-06,25.489999771118164
2013-03-07,25.40999984741211
2013-03-08,25.639999389648438
2013-03-11,25.65999984741211
2013-03-12,25.6200008392334
2013-03-13,25.75
2013-03-14,25.850000381469727
2013-03-15,25.7549991607666
2013-03-18,25.799999237060547
2013-03-19,25.760000228881836
2013-03-20,25.829999923706055
2013-03-21,25.80500030517578
2013-03-22,25.725000381469727
2013-03-25,25.834999084472656
2013-03-26,25.950000762939453
2013-03-27,26.065000534057617
2013-03-28,26.075000762939453
2013-04-02,26.135000228881836
2013-04-03,26.030000686645508
2013-04-04,25.885000228881836
2013-04-05,25.405000686645508
2013-04-08,25.545000076293945
2013-04-09,25.549999237060547
2013-04-10,25.954999923706055
2013-04-11,26.405000686645508
2013-04-12,25.889999389648438
2013-04-15,25.774999618530273
2013-04-16,25.559999465942383
2013-04-17,25.375
2013-04-18,25.315000534057617
2013-04-19,25.415000915527344
2013-04-22,25.5
2013-04-23,25.985000610351562
2013-04-24,26.114999771118164
2013-04-25,26.290000915527344
2013-04-26,26.149999618530273
2013-04-29,26.200000762939453
2013-04-30,26.174999237060547
2013-05-02,26.354999542236328
2013-05-03,26.575000762939453
2013-05-06,26.614999771118164
2013-05-07,26.65999984741211
2013-05-08,26.69499969482422
2013-05-09,26.795000076293945
2013-05-10,27.05500030517578
2013-05-13,27.024999618530273
2013-05-14,27.209999084472656
2013-05-15,27.520000457763672
2013-05-16,27.485000610351562
2013-05-17,27.610000610351562
2013-05-20,27.729999542236328
2013-05-21,27.68000030517578
2013-05-22,27.844999313354492
2013-05-23,27.149999618530273
2013-05-24,26.979999542236328
2013-05-27,27.104999542236328
2013-05-28,27.399999618530273
2013-05-29,26.864999771118164
2013-05-30,26.899999618530273
